,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
1276,119028,INF740K01QA7,-,DSP Natural Resources and New Energy Fund - Direct Plan - Growth,94.072,2025-04-01,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Oil & Gas
1277,119029,INF740K01QB5,INF740K01QC3,DSP Natural Resources and New Energy Fund - Direct Plan - IDCW,32.413,2025-04-01,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Oil & Gas
1278,108202,INF740K01060,-,DSP Natural Resources And New Energy Fund - Regular - Growth,84.844,2025-04-01,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Oil & Gas
1279,108203,INF740K01045,INF740K01052,DSP Natural Resources And New Energy Fund - Regular Plan - IDCW,27.144,2025-04-01,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Oil & Gas
1280,147306,INF740KA1NQ6,-,DSP Quant Fund - Direct Plan - Growth,20.729,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1281,147304,INF740KA1NR4,INF740KA1NS2,DSP Quant Fund - Direct Plan - IDCW,17.179,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1282,147303,INF740KA1NN3,-,DSP Quant Fund - Regular Plan - Growth,19.858,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1283,147305,INF740KA1NO1,INF740KA1NP8,DSP Quant Fund - Regular Plan - IDCW,16.438,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1284,152710,INF754K01TA2,-,Edelweiss Business Cycle Fund - Direct Plan - Growth,8.2519,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1285,152723,INF754K01TB0,INF754K01TC8,Edelweiss Business Cycle Fund - Direct Plan - IDCW Option,8.2519,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1286,152724,INF754K01SW8,-,Edelweiss Business Cycle Fund - Regular Plan - Growth,8.1583,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1287,152722,INF754K01SX6,INF754K01SY4,Edelweiss Business Cycle Fund - Regular Plan - IDCW Option,8.1583,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1288,153214,INF754K01TY2,-,Edelweiss Consumption Fund - Direct - Growth,10.292,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1289,153254,INF754K01TZ9,INF754K01UA0,Edelweiss Consumption Fund - Direct - IDCW - Payout,10.292,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1290,153255,INF754K01UC6,-,Edelweiss Consumption Fund - Regular - Growth,10.2717,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1291,153215,INF754K01UD4,INF754K01UE2,Edelweiss Consumption Fund - Regular - IDCW - Payout,10.2717,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1292,142386,INF754K01MM2,INF754K01MN0,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,25.4041,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1293,142388,INF754K01ML4,-,Edelweiss Recently Listed IPO Fund Direct Plan Growth,25.404,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1294,142384,INF754K01MI0,INF754K01MJ8,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,23.8172,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1295,142383,INF754K01MH2,-,Edelweiss Recently Listed IPO Fund Regular Plan Growth,23.8185,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1296,152437,INF754K01SK3,-,Edelweiss Technology Fund - Direct Plan - Growth,10.4053,2025-04-01,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1297,152438,INF754K01SL1,INF754K01SM9,Edelweiss Technology Fund - Direct Plan - IDCW,10.4053,2025-04-01,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1298,152439,INF754K01SG1,-,Edelweiss Technology Fund - Regular Plan - Growth,10.2109,2025-04-01,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1299,152440,INF754K01SH9,INF754K01SI7,Edelweiss Technology Fund - Regular Plan - IDCW,10.2109,2025-04-01,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1300,118559,INF090I01IZ5,-,Franklin Asian Equity Fund - Direct - Growth,30.9206,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,75% Msci Asia (Ex-Japan) Standard + 25% Nifty 500
1301,118558,INF090I01IX0,INF090I01IY8,Franklin Asian Equity Fund - Direct - IDCW ,14.1599,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,75% Msci Asia (Ex-Japan) Standard + 25% Nifty 500
1302,106979,INF090I01AB3,-,Franklin Asian Equity Fund - Growth Plan,28.3477,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,75% Msci Asia (Ex-Japan) Standard + 25% Nifty 500
1303,106978,INF090I01999,INF090I01AA5,Franklin Asian Equity Fund - IDCW ,13.3807,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,75% Msci Asia (Ex-Japan) Standard + 25% Nifty 500
1304,118557,INF090I01JF5,-,Franklin Build India Fund - Direct - Growth,147.8778,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1305,118556,INF090I01JD0,INF090I01JE8,Franklin Build India Fund - Direct - IDCW ,48.556,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1306,112093,INF090I01AC1,INF090I01AD9,Franklin Build India Fund - IDCW ,40.3333,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1307,112092,INF090I01AE7,-,Franklin Build India Fund Growth Plan,128.991,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1308,118539,INF090I01GC8,-,Franklin India Opportunities Fund - Direct - Growth,250.2881,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1309,118538,INF090I01GD6,INF090I01GE4,Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW ,39.6525,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1310,103151,INF090I01841,-,Franklin India Opportunities Fund - Growth,227.7197,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1311,100524,INF090I01858,INF090I01866,Franklin INDIA OPPORTUNITIES FUND - IDCW ,35.4015,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1312,118537,INF090I01FE6,-,Franklin India Technology Fund - Direct - Growth,516.0727,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1313,118536,INF090I01FF3,INF090I01FG1,Franklin India Technology Fund - Direct - IDCW ,48.9549,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1314,100521,INF090I01759,INF090I01767,Franklin India Technology Fund - IDCW ,43.9731,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1315,100522,INF090I01742,-,Franklin India Technology Fund-Growth,470.1552,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1316,152254,INF666M01HS1,-,Groww Banking & Financial Services Fund - Direct Plan - Growth,10.6821,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1317,152274,INF666M01HP7,-,Groww Banking & Financial Services Fund - Regular - Growth,10.4458,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1318,152276,INF666M01HQ5,INF666M01HR3,Groww Banking & Financial Services Fund - Regular Plan - IDCW,10.4458,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1319,152273,INF666M01HT9,INF666M01HU7,Groww Banking & Financial Services Fund-IDCW,10.6814,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1320,148987,INF179KC1BJ4,-,HDFC Banking & Financial Services Fund - Growth Option,15.324,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1321,148986,INF179KC1BG0,-,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,16.21,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1322,148984,INF179KC1BK2,INF179KC1BL0,HDFC Banking & Financial Services Fund - IDCW Option,13.451,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1323,148985,INF179KC1BH8,INF179KC1BI6,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,14.326,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1324,150803,INF179KC1EB5,-,HDFC Business Cycle Fund - Growth Option,13.399,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1325,150805,INF179KC1DY9,-,HDFC Business Cycle Fund - Growth Option - Direct Plan,13.81,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1326,150806,INF179KC1EC3,INF179KC1ED1,HDFC Business Cycle Fund - IDCW Option,13.399,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1327,150804,INF179KC1DZ6,INF179KC1EA7,HDFC Business Cycle Fund - IDCW Option - Direct Plan,13.81,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1328,151751,INF179KC1GL9,-,HDFC Defence Fund - Growth Option,19.565,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Defence
1329,151750,INF179KC1GI5,-,HDFC Defence Fund - Growth Option - Direct Plan,19.995,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Defence
1330,151748,INF179KC1GM7,INF179KC1GN5,HDFC Defence Fund - IDCW Option,19.565,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Defence
1331,151749,INF179KC1GJ3,INF179KC1GK1,HDFC Defence Fund - IDCW Option - Direct Plan,19.995,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Defence
1332,141923,INF179KC1AX7,-,HDFC Housing Opportunities Fund  - Growth Option,20.532,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1333,141924,INF179KC1AU3,-,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,22.126,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1334,141922,INF179KC1AY5,INF179KC1AZ2,HDFC Housing Opportunities Fund  - IDCW Option,14.719,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1335,141921,INF179KC1AV1,INF179KC1AW9,HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,16.224,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1336,118979,INF179K01WQ2,-,HDFC Infrastructure Fund - Growth Option - Direct Plan,47.93,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1337,107524,INF179K01GF8,-,HDFC Infrastructure Fund - Growth Plan,43.488,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1338,118978,INF179K01WP4,INF179K01WR0,HDFC Infrastructure Fund - IDCW Option - Direct Plan,29.332,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1339,107525,INF179K01GE1,INF179K01GG6,HDFC Infrastructure Fund - IDCW Plan,18.65,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1340,152600,INF179KC1II1,-,HDFC Manufacturing fund - Growth Option - Direct Plan,9.799,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1341,152602,INF179KC1IF7,-,HDFC Manufacturing fund - Growth Option - Regular Plan,9.693,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1342,152603,INF179KC1IJ9,INF179KC1IK7,HDFC Manufacturing fund - IDCW - Direct Plan,9.799,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1343,152601,INF179KC1IG5,INF179KC1IH3,HDFC Manufacturing fund - IDCW - Regular Plan,9.693,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1344,151457,INF179KC1FF3,-,HDFC MNC Fund - Growth Option,12.231,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1345,151458,INF179KC1FC0,-,HDFC MNC Fund - Growth Option - Direct Plan,12.536,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1346,151459,INF179KC1FG1,INF179KC1FH9,HDFC MNC Fund - IDCW Option,12.231,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1347,151460,INF179KC1FD8,INF179KC1FE6,HDFC MNC Fund - IDCW Option - Direct Plan,12.536,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1348,151803,INF179KC1GR6,-,HDFC Non-Cyclical Consumer Fund - Growth Option,13.181,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1349,151804,INF179KC1GO3,-,HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan,13.462,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1350,151802,INF179KC1GS4,INF179KC1GT2,HDFC Non-Cyclical Consumer Fund - IDCW Option,13.181,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1351,151805,INF179KC1GP0,INF179KC1GQ8,HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan,13.462,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1352,152084,INF179KC1HL7,-,HDFC Pharma and Healthcare Fund - Growth Option,15.736,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1353,152082,INF179KC1HO1,-,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,16.026,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1354,152083,INF179KC1HM5,INF179KC1HN3,HDFC Pharma and Healthcare Fund - IDCW Option,15.736,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1355,152081,INF179KC1HP8,INF179KC1HQ6,HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan,16.026,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1356,152058,INF179KC1HF9,-,HDFC Technology Fund - Growth Option,12.736,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1357,152059,INF179KC1HI3,-,HDFC Technology Fund - Growth Option - Direct Plan,12.982,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1358,152057,INF179KC1HG7,INF179KC1HH5,HDFC Technology Fund - IDCW Option,12.736,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1359,152060,INF179KC1HJ1,INF179KC1HK9,HDFC Technology Fund - IDCW Option - Direct Plan,12.982,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1360,151900,INF179KC1GX4,-,HDFC Transportation and Logistics Fund - Growth Option,13.819,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1361,151901,INF179KC1GU0,-,HDFC Transportation and Logistics Fund - Growth Option - Direct Plan,14.093,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1362,151902,INF179KC1GY2,INF179KC1GZ9,HDFC Transportation and Logistics Fund - IDCW Option,13.819,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1363,151899,INF179KC1GV8,INF179KC1GW6,HDFC Transportation and Logistics Fund - IDCW Option - Direct Plan,14.093,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Transportation & Logistics
1364,152679,INF0R8701202,-,Helios Financial Services Fund - Direct Plan - Growth Option,10.5,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1365,152680,INF0R8701210,INF0R8701228,Helios Financial Services Fund - Direct Plan - IDCW Option,10.5,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1366,152682,INF0R8701178,-,Helios Financial Services Fund - Regular Plan - Growth Option,10.37,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1367,152681,INF0R8701186,INF0R8701194,Helios Financial Services Fund - Regular Plan - IDCW Option,10.37,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1368,151142,INF917K01RI2,-,HSBC Business Cycles Fund - Direct Growth,42.799,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1369,151145,INF917K01RK8,INF917K01RJ0,HSBC Business Cycles Fund - Direct IDCW,26.7903,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1370,151144,INF917K01RF8,-,HSBC Business Cycles Fund - Regular Growth,39.0143,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1371,151143,INF917K01RH4,INF917K01RG6,HSBC Business Cycles Fund - Regular IDCW,24.6495,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1372,152032,INF336L01QZ9,-,HSBC Consumption Fund - Direct Growth,13.5544,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1373,152028,INF336L01RA0,INF336L01RB8,HSBC Consumption Fund - Direct IDCW,13.5544,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1374,152027,INF336L01RC6,-,HSBC Consumption Fund - Regular Growth,13.26,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1375,152030,INF336L01RD4,INF336L01RE2,HSBC Consumption Fund - Regular IDCW,13.26,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1376,153266,INF336L01RU8,-,HSBC Financial Services Fund - Direct Growth,10.4752,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1377,153269,INF336L01RW4,INF336L01RV6,HSBC Financial Services Fund - Direct IDCW,10.4749,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1378,153267,INF336L01RR4,-,HSBC Financial Services Fund - Regular Growth,10.46,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1379,153268,INF336L01RT0,INF336L01RS2,HSBC Financial Services Fund - Regular IDCW,10.46,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1380,152829,INF336L01RO1,-,HSBC India Export Opportunities Fund - Direct Growth,8.9776,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1381,152831,INF336L01RP8,INF336L01RQ6,HSBC India Export Opportunities Fund - Direct IDCW,8.9776,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1382,152830,INF336L01RL7,-,HSBC India Export Opportunities Fund - Regular Growth,8.9115,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1383,152832,INF336L01RM5,INF336L01RN3,HSBC India Export Opportunities Fund - Regular IDCW,8.9115,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
